ID_Processo,Data_Distribuicao,Tipo_Acao,Tempo_Tramitacao_Meses,Tempo_Liquidacao_Meses,Valor_Efetivado_BRL
PRC-201258,2021-06-27,Fraude,25,5,267449.19
PRC-200282,2021-06-29,Trabalhista,45,3,65088.26
PRC-201135,2021-07-02,Fraude,28,7,314753.13
PRC-201489,2021-07-03,Trabalhista,35,4,66402.2
PRC-202333,2021-07-03,Trabalhista,30,5,85522.38
PRC-200827,2021-07-03,Trabalhista,33,2,44022.68
PRC-200293,2021-07-07,Trabalhista,20,3,59614.78
PRC-201884,2021-07-07,Trabalhista,56,7,81478.35
PRC-200841,2021-07-12,Trabalhista,39,2,68103.0
PRC-201187,2021-07-12,Fraude,13,2,220535.29
PRC-200347,2021-07-13,Fraude,39,3,372817.79
PRC-201061,2021-07-13,Cível,49,5,132608.53
PRC-201195,2021-07-15,Cível,24,7,120939.52
PRC-201233,2021-07-16,Fraude,15,5,325269.78
PRC-201828,2021-07-16,Cível,33,2,87485.47
PRC-200769,2021-07-16,Cível,20,2,80443.19
PRC-200477,2021-07-17,Trabalhista,43,2,80813.25
PRC-201081,2021-07-18,Fraude,35,3,378151.68
PRC-202256,2021-07-20,Trabalhista,37,2,68740.65
PRC-200298,2021-07-20,Trabalhista,27,8,61989.68
PRC-200940,2021-07-23,Trabalhista,15,2,47324.31
PRC-202445,2021-07-25,Trabalhista,22,4,72922.56
PRC-201905,2021-07-25,Trabalhista,18,7,68315.58
PRC-202482,2021-07-26,Cível,28,4,71090.4
PRC-200075,2021-07-28,Cível,19,3,99151.6
PRC-201260,2021-07-29,Trabalhista,38,3,79237.28
PRC-201668,2021-07-30,Fraude,41,2,358742.33
PRC-201893,2021-07-30,Trabalhista,8,5,45280.75
PRC-200564,2021-07-30,Trabalhista,24,4,70198.67
PRC-202265,2021-07-31,Trabalhista,20,4,64120.04
PRC-201429,2021-07-31,Cível,20,3,131849.63
PRC-200718,2021-08-01,Fraude,9,3,246447.49
PRC-200024,2021-08-02,Trabalhista,18,3,49654.28
PRC-201431,2021-08-03,Trabalhista,34,7,64312.83
PRC-201594,2021-08-04,Cível,8,1,94549.45
PRC-202073,2021-08-05,Cível,15,2,101037.97
PRC-200050,2021-08-06,Cível,22,3,94215.63
PRC-200064,2021-08-06,Trabalhista,33,4,76010.53
PRC-200140,2021-08-09,Cível,42,5,138133.42
PRC-202440,2021-08-10,Trabalhista,13,4,59118.7
PRC-200979,2021-08-12,Trabalhista,26,2,76063.18
PRC-201034,2021-08-12,Fraude,34,4,309026.74
PRC-202410,2021-08-12,Trabalhista,14,6,52993.6
PRC-202297,2021-08-14,Fraude,13,3,305636.97
PRC-201292,2021-08-18,Trabalhista,28,7,54823.29
PRC-202110,2021-08-19,Fraude,36,1,337625.86
PRC-201297,2021-08-19,Fraude,21,5,263426.78
PRC-200634,2021-08-20,Fraude,59,3,417834.88
PRC-200921,2021-08-20,Trabalhista,24,2,44523.16
PRC-200144,2021-08-20,Trabalhista,32,4,80828.31
PRC-200458,2021-08-24,Fraude,37,4,284148.19
PRC-202060,2021-08-25,Fraude,21,4,319219.67
PRC-201016,2021-08-25,Trabalhista,20,5,43304.11
PRC-201727,2021-08-26,Cível,10,5,126114.65
PRC-200702,2021-08-27,Trabalhista,16,5,60794.24
PRC-202284,2021-08-28,Fraude,17,2,217502.35
PRC-200628,2021-08-30,Fraude,43,3,369616.63
PRC-201497,2021-08-30,Trabalhista,27,1,85282.88
PRC-200773,2021-08-30,Trabalhista,30,5,81007.22
PRC-200945,2021-08-31,Fraude,32,3,358111.44
PRC-202314,2021-09-02,Cível,19,1,92335.79
PRC-201411,2021-09-02,Fraude,14,3,284041.03
PRC-200514,2021-09-03,Fraude,16,4,345601.58
PRC-200538,2021-09-03,Trabalhista,13,4,53000.39
PRC-202028,2021-09-04,Trabalhista,21,6,73440.56
PRC-201196,2021-09-06,Cível,42,4,159428.49
PRC-200010,2021-09-08,Fraude,29,4,487693.24
PRC-200770,2021-09-10,Fraude,29,3,429103.19
PRC-200536,2021-09-10,Cível,23,4,124036.96
PRC-200396,2021-09-11,Cível,16,4,124764.74
PRC-201091,2021-09-12,Trabalhista,17,1,66100.82
PRC-202280,2021-09-12,Trabalhista,22,3,59451.01
PRC-202277,2021-09-13,Trabalhista,33,4,55079.52
PRC-201150,2021-09-13,Cível,27,3,93755.14
PRC-202182,2021-09-14,Fraude,12,7,246521.34
PRC-201976,2021-09-15,Trabalhista,48,2,79617.89
PRC-201517,2021-09-16,Cível,10,5,68574.38
PRC-200284,2021-09-17,Trabalhista,60,3,85096.26
PRC-201998,2021-09-18,Fraude,18,7,256736.22
PRC-201532,2021-09-18,Cível,41,7,136464.09
PRC-201502,2021-09-19,Fraude,37,3,346917.15
PRC-202497,2021-09-19,Cível,25,5,101617.4
PRC-202321,2021-09-20,Cível,25,5,119684.42
PRC-201357,2021-09-20,Trabalhista,26,3,59125.34
PRC-200666,2021-09-20,Trabalhista,50,1,73927.67
PRC-200860,2021-09-21,Cível,35,7,102834.26
PRC-201722,2021-09-22,Trabalhista,15,3,74107.09
PRC-201052,2021-09-23,Cível,19,4,123554.64
PRC-200637,2021-09-23,Trabalhista,14,4,63215.6
PRC-201615,2021-09-24,Trabalhista,19,3,76465.44
PRC-201982,2021-09-24,Trabalhista,22,4,70330.73
PRC-200457,2021-09-25,Trabalhista,52,3,85366.37
PRC-200881,2021-09-25,Trabalhista,18,3,73111.73
PRC-200602,2021-09-26,Trabalhista,25,2,57281.14
PRC-200681,2021-09-26,Trabalhista,22,5,66048.4
PRC-202083,2021-09-28,Cível,48,2,96628.63
PRC-201067,2021-09-28,Fraude,31,2,273196.9
PRC-201759,2021-09-29,Trabalhista,23,5,40277.07
PRC-202117,2021-10-02,Trabalhista,16,3,77263.92
PRC-201637,2021-10-03,Trabalhista,24,2,56617.27
PRC-202099,2021-10-07,Trabalhista,44,6,83625.2
PRC-200755,2021-10-09,Cível,37,5,131188.72
PRC-201241,2021-10-10,Cível,68,4,169011.54
PRC-200147,2021-10-10,Trabalhista,22,2,64012.83
PRC-201738,2021-10-10,Trabalhista,28,2,62340.04
PRC-202140,2021-10-10,Cível,41,3,161427.2
PRC-201706,2021-10-11,Trabalhista,18,5,64187.96
PRC-200397,2021-10-12,Trabalhista,38,6,61376.86
PRC-201921,2021-10-12,Fraude,35,4,336696.19
PRC-202349,2021-10-12,Fraude,60,5,495146.45
PRC-200045,2021-10-13,Trabalhista,56,4,89435.88
PRC-201660,2021-10-16,Trabalhista,26,2,44953.7
PRC-202327,2021-10-16,Fraude,14,3,298050.42
PRC-200790,2021-10-19,Trabalhista,24,5,56088.25
PRC-201527,2021-10-19,Trabalhista,26,3,55095.47
PRC-200622,2021-10-21,Trabalhista,51,3,72620.24
PRC-201587,2021-10-22,Trabalhista,48,5,99652.75
PRC-201183,2021-10-22,Cível,17,2,91194.49
PRC-200382,2021-10-22,Trabalhista,21,2,52765.43
PRC-202242,2021-10-22,Trabalhista,18,3,74642.27
PRC-200374,2021-10-23,Fraude,10,3,295798.61
PRC-202019,2021-10-23,Trabalhista,18,5,96156.23
PRC-202313,2021-10-23,Cível,18,4,99284.41
PRC-200865,2021-10-24,Trabalhista,25,6,88585.36
PRC-200652,2021-10-24,Trabalhista,41,5,81491.08
PRC-201808,2021-10-24,Trabalhista,40,4,75452.84
PRC-201217,2021-10-26,Trabalhista,24,5,66668.45
PRC-201661,2021-10-29,Trabalhista,27,3,62422.64
PRC-201255,2021-10-30,Trabalhista,21,9,62255.21
PRC-200447,2021-11-02,Cível,16,6,113107.72
PRC-200200,2021-11-02,Trabalhista,50,5,109309.35
PRC-200783,2021-11-04,Trabalhista,27,4,50754.69
PRC-201563,2021-11-05,Trabalhista,16,3,45946.05
PRC-202425,2021-11-08,Cível,48,4,160713.66
PRC-201641,2021-11-10,Cível,30,5,90419.67
PRC-201687,2021-11-10,Trabalhista,24,3,56761.59
PRC-201981,2021-11-11,Cível,15,2,73597.25
PRC-201427,2021-11-12,Cível,39,4,119762.74
PRC-202189,2021-11-12,Trabalhista,19,4,52264.14
PRC-201393,2021-11-12,Trabalhista,56,4,108951.36
PRC-201466,2021-11-12,Cível,19,3,83084.81
PRC-202304,2021-11-13,Cível,23,4,129670.9
PRC-200292,2021-11-14,Cível,26,4,104372.38
PRC-201101,2021-11-14,Cível,22,1,137649.47
PRC-200530,2021-11-16,Cível,32,6,92627.76
PRC-201477,2021-11-17,Cível,19,7,77676.47
PRC-200246,2021-11-18,Trabalhista,35,2,65323.87
PRC-201986,2021-11-20,Cível,21,4,128039.13
PRC-201079,2021-11-23,Cível,22,3,92673.48
PRC-200372,2021-11-23,Fraude,37,6,434925.22
PRC-201715,2021-11-24,Cível,29,3,94961.92
PRC-200724,2021-11-25,Trabalhista,14,3,63445.54
PRC-200354,2021-11-25,Fraude,42,6,356697.73
PRC-200509,2021-11-25,Cível,36,2,137960.36
PRC-201465,2021-11-25,Fraude,28,2,335554.18
PRC-202167,2021-11-26,Fraude,27,4,439187.02
PRC-200346,2021-11-28,Trabalhista,45,4,90415.21
PRC-200603,2021-12-03,Fraude,22,3,302450.08
PRC-201634,2021-12-04,Cível,30,2,101748.36
PRC-202483,2021-12-04,Fraude,34,4,367270.63
PRC-202421,2021-12-05,Fraude,12,3,334141.55
PRC-200417,2021-12-05,Trabalhista,25,3,55094.42
PRC-201965,2021-12-06,Trabalhista,60,2,85309.89
PRC-200537,2021-12-06,Trabalhista,30,2,87658.1
PRC-201899,2021-12-07,Cível,39,2,97731.57
PRC-200561,2021-12-08,Trabalhista,28,5,46764.29
PRC-201705,2021-12-14,Fraude,27,2,288286.63
PRC-201823,2021-12-15,Cível,11,2,110830.17
PRC-201947,2021-12-15,Fraude,31,4,372140.11
PRC-200207,2021-12-15,Trabalhista,11,3,38765.98
PRC-201113,2021-12-16,Trabalhista,41,6,70392.23
PRC-202372,2021-12-16,Trabalhista,56,6,95909.45
PRC-201062,2021-12-18,Cível,28,7,112300.36
PRC-201454,2021-12-18,Fraude,32,2,400561.88
PRC-201673,2021-12-18,Cível,20,5,103875.58
PRC-200960,2021-12-19,Fraude,11,3,299311.11
PRC-202367,2021-12-20,Trabalhista,21,3,54491.77
PRC-201959,2021-12-20,Cível,50,4,173636.39
PRC-201355,2021-12-20,Cível,18,4,94655.04
PRC-202023,2021-12-21,Fraude,18,5,328886.79
PRC-202008,2021-12-22,Fraude,23,4,252663.72
PRC-202063,2021-12-22,Trabalhista,54,5,101554.7
PRC-202418,2021-12-25,Fraude,27,5,335579.92
PRC-202116,2021-12-26,Trabalhista,45,6,93861.88
PRC-201283,2021-12-27,Fraude,10,6,235232.94
PRC-200762,2021-12-27,Trabalhista,54,4,81538.27
PRC-201684,2021-12-29,Fraude,53,3,411126.77
PRC-200617,2021-12-30,Trabalhista,38,6,102013.85
PRC-201566,2021-12-30,Trabalhista,39,4,67160.67
PRC-200177,2022-01-01,Trabalhista,12,6,56854.78
PRC-201338,2022-01-01,Fraude,48,7,467654.29
PRC-200326,2022-01-01,Trabalhista,47,2,86478.34
PRC-201839,2022-01-01,Trabalhista,29,2,76758.05
PRC-201070,2022-01-02,Trabalhista,46,3,62354.16
PRC-202166,2022-01-02,Trabalhista,11,6,43737.05
PRC-202370,2022-01-02,Trabalhista,20,2,45022.1
PRC-202088,2022-01-02,Cível,23,3,102536.86
PRC-202263,2022-01-02,Trabalhista,30,3,67190.23
PRC-201349,2022-01-02,Fraude,42,1,298817.9
PRC-201094,2022-01-02,Trabalhista,17,5,58038.11
PRC-200097,2022-01-04,Trabalhista,31,5,49341.8
PRC-201867,2022-01-04,Trabalhista,46,4,82480.19
PRC-202029,2022-01-04,Trabalhista,22,2,78141.38
PRC-200569,2022-01-06,Trabalhista,31,3,78307.84
PRC-201813,2022-01-06,Fraude,21,2,248413.0
PRC-201337,2022-01-08,Trabalhista,52,2,66048.57
PRC-202338,2022-01-09,Fraude,40,5,519904.84
PRC-201066,2022-01-09,Trabalhista,28,4,68053.72
PRC-202309,2022-01-09,Trabalhista,20,3,66854.37
PRC-200078,2022-01-09,Trabalhista,16,4,44907.06
PRC-201391,2022-01-11,Fraude,19,5,211872.81
PRC-201804,2022-01-11,Trabalhista,18,4,55711.87
PRC-201511,2022-01-11,Cível,37,3,148009.97
PRC-200585,2022-01-12,Trabalhista,24,4,56959.58
PRC-201956,2022-01-13,Trabalhista,43,5,70237.7
PRC-201220,2022-01-13,Cível,29,4,117089.72
PRC-200518,2022-01-13,Cível,28,2,116891.82
PRC-201118,2022-01-14,Trabalhista,24,5,51861.82
PRC-200910,2022-01-14,Trabalhista,19,2,53895.66
PRC-200116,2022-01-15,Cível,18,4,96206.4
PRC-201468,2022-01-15,Cível,34,4,109645.81
PRC-200485,2022-01-16,Cível,28,2,122056.5
PRC-201702,2022-01-17,Trabalhista,31,7,80528.08
PRC-201912,2022-01-18,Cível,20,3,82355.49
PRC-200155,2022-01-18,Trabalhista,24,4,52043.89
PRC-200222,2022-01-19,Fraude,45,7,439996.12
PRC-200079,2022-01-19,Fraude,17,5,256881.04
PRC-200493,2022-01-21,Trabalhista,19,4,65597.73
PRC-201443,2022-01-21,Trabalhista,31,3,79946.16
PRC-201507,2022-01-22,Trabalhista,37,4,58683.9
PRC-200162,2022-01-22,Trabalhista,16,6,45153.16
PRC-201718,2022-01-25,Cível,26,4,109096.41
PRC-201396,2022-01-25,Trabalhista,35,2,87666.14
PRC-202385,2022-01-27,Trabalhista,19,5,67637.03
PRC-202109,2022-01-29,Cível,19,7,92710.62
PRC-200090,2022-01-29,Fraude,20,4,312001.6
PRC-202247,2022-01-30,Cível,33,1,124323.6
PRC-201175,2022-01-30,Trabalhista,7,3,41681.87
PRC-202240,2022-01-30,Cível,13,3,107597.51
PRC-201847,2022-01-30,Trabalhista,40,4,92240.87
PRC-200541,2022-01-31,Trabalhista,24,3,76442.83
PRC-201285,2022-02-01,Trabalhista,50,3,68536.57
PRC-200850,2022-02-02,Fraude,23,3,444002.37
PRC-201273,2022-02-03,Fraude,16,4,280644.27
PRC-200089,2022-02-03,Trabalhista,16,3,47172.9
PRC-201161,2022-02-05,Fraude,37,13,421762.46
PRC-200467,2022-02-06,Cível,17,2,92302.88
PRC-201671,2022-02-06,Cível,25,1,88882.49
PRC-200060,2022-02-06,Trabalhista,16,4,55889.2
PRC-201774,2022-02-07,Cível,21,1,73177.65
PRC-201784,2022-02-08,Trabalhista,33,6,62469.58
PRC-202344,2022-02-09,Cível,16,4,122212.25
PRC-200837,2022-02-12,Trabalhista,13,2,31933.39
PRC-201835,2022-02-12,Trabalhista,24,4,74463.13
PRC-200616,2022-02-12,Fraude,26,4,272748.24
PRC-201200,2022-02-13,Cível,37,2,108527.92
PRC-201190,2022-02-13,Fraude,43,5,358184.94
PRC-200829,2022-02-14,Trabalhista,20,2,73297.03
PRC-202447,2022-02-14,Trabalhista,22,1,67071.73
PRC-202360,2022-02-14,Fraude,30,5,383828.76
PRC-202080,2022-02-15,Fraude,10,2,263327.56
PRC-200490,2022-02-15,Trabalhista,36,5,50847.42
PRC-202300,2022-02-16,Cível,50,6,136936.11
PRC-201940,2022-02-19,Fraude,55,3,428358.97
PRC-202221,2022-02-19,Trabalhista,38,4,64947.22
PRC-202365,2022-02-20,Fraude,29,3,392943.78
PRC-202329,2022-02-20,Fraude,38,1,367072.36
PRC-202174,2022-02-23,Trabalhista,33,2,57077.27
PRC-202010,2022-02-23,Fraude,21,6,362603.9
PRC-202246,2022-02-24,Fraude,40,3,492949.14
PRC-200611,2022-02-25,Cível,24,3,121661.89
PRC-201238,2022-02-26,Cível,16,6,118867.06
PRC-202018,2022-02-26,Fraude,7,3,263949.78
PRC-200556,2022-02-27,Fraude,7,1,260928.2
PRC-200148,2022-02-28,Fraude,12,5,243278.73
PRC-201869,2022-02-28,Cível,28,6,115535.23
PRC-201159,2022-03-01,Fraude,8,2,307221.79
PRC-202130,2022-03-02,Trabalhista,56,3,86515.47
PRC-200328,2022-03-03,Trabalhista,19,3,61857.23
PRC-202162,2022-03-03,Trabalhista,40,3,79375.07
PRC-202434,2022-03-03,Cível,48,3,139427.09
PRC-200756,2022-03-03,Trabalhista,24,3,27725.75
PRC-200209,2022-03-05,Trabalhista,31,5,77847.24
PRC-200143,2022-03-06,Trabalhista,16,5,47604.03
PRC-200635,2022-03-07,Trabalhista,25,1,42116.22
PRC-202139,2022-03-07,Cível,20,2,117205.49
PRC-201083,2022-03-07,Cível,23,5,116370.08
PRC-200822,2022-03-11,Trabalhista,25,3,50548.64
PRC-200747,2022-03-13,Trabalhista,30,4,58831.61
PRC-201747,2022-03-15,Trabalhista,35,3,73795.63
PRC-200409,2022-03-15,Fraude,11,7,284928.09
PRC-201007,2022-03-15,Cível,10,4,115629.6
PRC-200495,2022-03-18,Trabalhista,11,6,49789.76
PRC-200549,2022-03-18,Cível,75,6,174225.88
PRC-201324,2022-03-18,Cível,27,3,107546.62
PRC-200459,2022-03-19,Fraude,21,3,280377.81
PRC-200402,2022-03-19,Trabalhista,17,3,48353.64
PRC-201476,2022-03-19,Cível,21,3,114033.43
PRC-201878,2022-03-20,Trabalhista,34,6,60856.51
PRC-200890,2022-03-21,Cível,47,4,161602.25
PRC-200271,2022-03-22,Cível,21,5,86128.58
PRC-202042,2022-03-22,Trabalhista,43,3,80971.59
PRC-202289,2022-03-23,Trabalhista,12,2,64286.17
PRC-201508,2022-03-27,Trabalhista,12,4,54876.95
PRC-201022,2022-03-27,Cível,25,4,96955.95
PRC-200276,2022-03-27,Cível,14,4,82178.86
PRC-201925,2022-03-28,Fraude,18,1,263644.9
PRC-200181,2022-03-29,Fraude,46,3,432278.83
PRC-200523,2022-03-30,Cível,22,5,58411.85
PRC-200055,2022-04-01,Cível,42,5,117012.68
PRC-200631,2022-04-01,Cível,25,3,95961.92
PRC-202363,2022-04-01,Trabalhista,20,3,56859.65
PRC-202454,2022-04-01,Trabalhista,24,6,62437.8
PRC-200214,2022-04-01,Cível,31,6,148264.46
PRC-201902,2022-04-02,Cível,18,4,81563.46
PRC-200242,2022-04-02,Cível,40,4,142539.5
PRC-201481,2022-04-03,Fraude,31,4,396671.68
PRC-202024,2022-04-03,Trabalhista,30,3,88475.44
PRC-201909,2022-04-03,Fraude,24,5,288086.91
PRC-201521,2022-04-03,Cível,24,7,71108.03
PRC-202142,2022-04-04,Cível,18,3,112284.66
PRC-200073,2022-04-06,Cível,38,5,116096.05
PRC-202128,2022-04-10,Cível,46,5,148577.61
PRC-202074,2022-04-13,Cível,9,5,84378.43
PRC-201933,2022-04-14,Trabalhista,78,4,89806.91
PRC-200935,2022-04-14,Trabalhista,49,7,85733.18
PRC-201922,2022-04-15,Trabalhista,19,3,68306.68
PRC-202436,2022-04-16,Trabalhista,36,4,76158.97
PRC-202381,2022-04-17,Cível,19,6,108364.07
PRC-201127,2022-04-17,Trabalhista,16,3,73892.2
PRC-201894,2022-04-17,Trabalhista,31,3,64172.38
PRC-200468,2022-04-17,Trabalhista,49,3,79886.88
PRC-200705,2022-04-21,Cível,17,5,116043.97
PRC-200665,2022-04-22,Trabalhista,44,5,82900.27
PRC-200032,2022-04-22,Fraude,25,2,381312.58
PRC-200034,2022-04-22,Cível,64,4,160498.51
PRC-201230,2022-04-23,Cível,33,3,110087.94
PRC-200638,2022-04-23,Trabalhista,46,5,92698.61
PRC-200904,2022-04-23,Trabalhista,23,3,72992.91
PRC-201591,2022-04-23,Cível,45,3,161062.98
PRC-201110,2022-04-24,Cível,14,2,92929.65
PRC-201797,2022-04-24,Fraude,52,2,500439.06
PRC-200146,2022-04-26,Trabalhista,29,3,77157.3
PRC-201669,2022-04-26,Cível,12,4,81422.24
PRC-201974,2022-04-27,Trabalhista,29,4,79183.37
PRC-202255,2022-04-27,Trabalhista,29,2,61929.07
PRC-201725,2022-04-29,Fraude,40,6,274433.5
PRC-201437,2022-04-30,Cível,46,5,105597.02
PRC-200266,2022-05-01,Trabalhista,29,5,65829.54
PRC-201762,2022-05-01,Fraude,17,8,381112.63
PRC-200377,2022-05-01,Fraude,23,6,269792.58
PRC-201859,2022-05-02,Cível,13,3,109638.82
PRC-200433,2022-05-03,Fraude,40,6,419309.5
PRC-202305,2022-05-03,Trabalhista,26,3,66964.84
PRC-200948,2022-05-05,Cível,18,3,97367.72
PRC-201346,2022-05-07,Trabalhista,16,6,55626.39
PRC-200081,2022-05-07,Trabalhista,17,5,63135.04
PRC-200070,2022-05-08,Cível,24,5,96209.76
PRC-200080,2022-05-09,Cível,28,2,137541.08
PRC-200261,2022-05-09,Cível,44,4,167655.18
PRC-200956,2022-05-10,Trabalhista,37,2,73971.36
PRC-201174,2022-05-10,Trabalhista,21,7,72626.11
PRC-202492,2022-05-10,Cível,29,7,123612.02
PRC-200068,2022-05-10,Fraude,68,4,461582.93
PRC-201960,2022-05-10,Fraude,10,2,238933.22
PRC-201204,2022-05-11,Trabalhista,17,2,54861.11
PRC-200255,2022-05-12,Trabalhista,20,3,47628.08
PRC-201323,2022-05-14,Trabalhista,32,5,68721.23
PRC-200243,2022-05-14,Trabalhista,32,3,64140.89
PRC-200934,2022-05-16,Trabalhista,46,4,76016.23
PRC-200531,2022-05-17,Cível,22,2,78087.72
PRC-200620,2022-05-18,Trabalhista,35,4,68440.95
PRC-201512,2022-05-19,Cível,42,3,124055.29
PRC-201810,2022-05-20,Trabalhista,8,7,46726.2
PRC-201278,2022-05-21,Fraude,37,4,359796.85
PRC-201257,2022-05-22,Trabalhista,18,5,44260.57
PRC-200357,2022-05-23,Trabalhista,15,5,51991.45
PRC-202322,2022-05-25,Trabalhista,25,3,73723.99
PRC-200279,2022-05-25,Cível,34,1,116858.8
PRC-202233,2022-05-25,Cível,37,7,117677.59
PRC-200875,2022-05-29,Trabalhista,17,4,60560.75
PRC-201494,2022-05-29,Trabalhista,56,4,99602.52
PRC-200989,2022-05-30,Cível,15,5,89746.44
PRC-201347,2022-05-31,Trabalhista,35,4,82947.25
PRC-202101,2022-06-01,Trabalhista,27,3,71027.89
PRC-201103,2022-06-01,Cível,27,6,99648.15
PRC-202123,2022-06-01,Trabalhista,37,2,73292.08
PRC-200889,2022-06-03,Trabalhista,26,3,60145.09
PRC-201141,2022-06-08,Trabalhista,21,5,66739.96
PRC-200688,2022-06-08,Cível,52,6,154780.89
PRC-201651,2022-06-08,Trabalhista,24,2,64144.49
PRC-201509,2022-06-09,Cível,28,4,116861.84
PRC-200789,2022-06-10,Cível,28,3,71573.69
PRC-202387,2022-06-11,Trabalhista,25,4,61136.77
PRC-200287,2022-06-13,Trabalhista,29,2,51586.74
PRC-201332,2022-06-14,Trabalhista,21,3,80386.33
PRC-200233,2022-06-14,Trabalhista,32,5,72040.54
PRC-200321,2022-06-15,Cível,20,5,107183.22
PRC-202125,2022-06-16,Trabalhista,11,9,48728.38
PRC-200729,2022-06-18,Trabalhista,36,3,67701.98
PRC-200135,2022-06-18,Trabalhista,22,3,91025.96
PRC-200857,2022-06-18,Trabalhista,28,5,60804.63
PRC-200633,2022-06-18,Trabalhista,27,1,78853.49
PRC-200334,2022-06-18,Fraude,33,5,379163.59
PRC-200308,2022-06-18,Cível,16,5,103744.38
PRC-201107,2022-06-19,Cível,27,4,108167.06
PRC-201605,2022-06-19,Trabalhista,43,6,91269.93
PRC-201616,2022-06-19,Cível,42,4,124371.74
PRC-202373,2022-06-21,Trabalhista,23,2,69637.52
PRC-202078,2022-06-22,Cível,20,5,101612.39
PRC-202207,2022-06-23,Cível,38,6,136789.17
PRC-202077,2022-06-23,Trabalhista,12,2,43277.37
PRC-201404,2022-06-24,Trabalhista,22,4,52895.85
PRC-202248,2022-06-24,Trabalhista,25,5,64526.37
PRC-201352,2022-06-25,Trabalhista,22,6,73428.25
PRC-200316,2022-06-25,Trabalhista,14,4,44609.28
PRC-200680,2022-06-26,Cível,37,6,126981.1
PRC-202003,2022-06-26,Trabalhista,20,5,71119.05
PRC-202218,2022-06-27,Cível,36,7,100714.49
PRC-200399,2022-06-27,Cível,19,6,96551.07
PRC-202364,2022-06-29,Trabalhista,61,7,86020.31
PRC-202409,2022-06-30,Trabalhista,20,3,71096.09
PRC-201642,2022-06-30,Trabalhista,27,5,75438.07
PRC-201453,2022-06-30,Trabalhista,20,5,36801.02
PRC-200111,2022-07-01,Trabalhista,22,2,62242.61
PRC-200664,2022-07-01,Fraude,65,4,544397.06
PRC-201775,2022-07-03,Trabalhista,31,4,66912.28
PRC-202281,2022-07-03,Trabalhista,12,5,49319.27
PRC-202012,2022-07-04,Cível,12,5,85730.29
PRC-200943,2022-07-04,Cível,31,5,108682.49
PRC-200721,2022-07-06,Trabalhista,28,3,82917.26
PRC-201173,2022-07-06,Trabalhista,13,2,55683.11
PRC-201822,2022-07-11,Trabalhista,49,4,68418.42
PRC-201017,2022-07-13,Trabalhista,28,5,65478.1
PRC-201969,2022-07-13,Fraude,66,4,408283.55
PRC-201838,2022-07-16,Cível,27,8,168428.21
PRC-201450,2022-07-16,Trabalhista,38,4,68168.26
PRC-202230,2022-07-16,Cível,53,4,126904.76
PRC-202171,2022-07-16,Fraude,42,3,437277.16
PRC-200436,2022-07-17,Fraude,10,6,344755.57
PRC-201891,2022-07-17,Trabalhista,27,3,101021.7
PRC-200550,2022-07-18,Trabalhista,33,5,75980.65
PRC-200450,2022-07-20,Cível,19,4,118884.55
PRC-202163,2022-07-23,Cível,14,3,91150.28
PRC-201119,2022-07-25,Fraude,30,4,382312.28
PRC-201745,2022-07-27,Trabalhista,30,4,79822.59
PRC-202094,2022-07-28,Trabalhista,12,4,30965.94
PRC-200398,2022-08-01,Cível,17,4,145075.25
PRC-200185,2022-08-01,Trabalhista,24,1,68394.36
PRC-200737,2022-08-01,Cível,31,2,116797.97
PRC-200636,2022-08-01,Trabalhista,31,2,73081.54
PRC-200906,2022-08-03,Cível,54,4,172250.07
PRC-200139,2022-08-03,Cível,16,7,135165.78
PRC-200323,2022-08-04,Trabalhista,30,6,76108.07
PRC-201367,2022-08-04,Cível,36,3,117974.47
PRC-202136,2022-08-05,Fraude,30,9,197187.08
PRC-200967,2022-08-06,Trabalhista,23,4,70304.24
PRC-200057,2022-08-08,Trabalhista,43,3,73843.5
PRC-202196,2022-08-09,Trabalhista,20,5,58270.33
PRC-200149,2022-08-09,Trabalhista,25,3,59593.73
PRC-201572,2022-08-11,Cível,29,8,128916.85
PRC-200947,2022-08-12,Cível,38,4,140722.01
PRC-201305,2022-08-14,Cível,29,6,152381.82
PRC-200746,2022-08-15,Trabalhista,11,8,66933.56
PRC-200696,2022-08-16,Trabalhista,23,4,58997.19
PRC-202017,2022-08-17,Cível,29,2,109758.05
PRC-201194,2022-08-18,Fraude,73,5,547855.17
PRC-200278,2022-08-19,Cível,15,4,77604.38
PRC-200532,2022-08-20,Cível,25,4,155632.22
PRC-200071,2022-08-21,Trabalhista,19,3,44046.36
PRC-201688,2022-08-22,Trabalhista,7,3,58655.52
PRC-202032,2022-08-23,Trabalhista,14,4,55056.73
PRC-201112,2022-08-23,Trabalhista,30,3,67617.35
PRC-200262,2022-08-24,Fraude,31,2,291136.35
PRC-200114,2022-08-25,Trabalhista,59,2,89493.29
PRC-200206,2022-08-25,Fraude,34,3,376284.71
PRC-200912,2022-08-26,Trabalhista,20,9,65529.16
PRC-201773,2022-08-26,Cível,43,3,135306.43
PRC-201405,2022-08-26,Trabalhista,61,7,106976.05
PRC-200719,2022-08-28,Cível,28,2,106325.23
PRC-201964,2022-08-30,Trabalhista,18,3,66562.85
PRC-201777,2022-08-30,Trabalhista,52,1,96058.78
PRC-202458,2022-08-31,Trabalhista,21,1,64135.26
PRC-200204,2022-09-02,Trabalhista,23,2,65954.99
PRC-200851,2022-09-02,Cível,13,3,121060.92
